"会社名","カテゴリー","電話番号","住所","webサイト"
"ＮＤＫデンタル真法院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-814833","大阪府大阪市天王寺区真法院町１２－４",""
"前田矯正歯科クリニック","矯正歯科"," 0120-401182","大阪府大阪市旭区千林１丁目１１－３",""
"福田歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0800-1116480","大阪府枚方市田口２丁目１－５",""
"ブリエデンタルクリニック","矯正歯科、歯科、小児歯科"," 0120-461830","大阪府大阪市此花区島屋６丁目２－９０－４０２",""
"オダ歯科","歯科、小児歯科"," 0120-368148","大阪府松原市上田３丁目６－１",""
"やまもと小児歯科","矯正歯科、歯科、小児歯科"," 0120-648741","大阪府大阪市住吉区我孫子東２丁目５－２７",""
"Ｈ＆Ｓ矯正歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-118378","大阪府大阪市北区西天満４丁目１４－３",""
"おかやす歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-314418","大阪府大阪市阿倍野区昭和町２丁目８－２７",""
"本町通りデンタルクリニック","矯正歯科、歯科、歯科口腔外科"," 0120-821455","大阪府大阪市中央区本町２丁目６－５",""
"鹿谷歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-130236","大阪府大阪市城東区中央１丁目６－１８",""
"医療法人一艇会かわぐち歯科・矯正歯科","矯正歯科、歯科、小児歯科"," 0120-666415","大阪府大阪市西淀川区御幣島１丁目８－８",""
"寺澤デンタルクリニック／予約受付","歯科"," 0120-409418","大阪府東大阪市足代１丁目１４－３－１０５",""
"ひろし歯科医院","歯科、小児歯科"," 0120-164804","大阪府大阪市鶴見区横堤１丁目１１－３７",""
"福森歯科クリニック分院／訪問","歯科"," 0120-544118","大阪府大阪市福島区鷺洲３丁目１０－１１－１Ｆ",""
"かずデンタルクリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-548067","大阪府大阪市淀川区西三国４丁目１－１－１０３",""
"筒井歯科大阪北浜インプラントセンター","矯正歯科、歯科、歯科口腔外科"," 0120-703221","大阪府大阪市中央区今橋１丁目８－１４－３Ｆ",""
"岸歯科医院","歯科、小児歯科"," 0120-373418","大阪府吹田市青山台３丁目２６－３",""
"まつむら歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-184618","大阪府大阪市阿倍野区阪南町５丁目４－６",""
"ＩＫ医科歯科クリニック","矯正歯科、歯科、歯科口腔外科、美容外科"," 0120-158118","大阪府大阪市中央区南船場３丁目４－２６",""
"高田歯科医院","歯科"," 0800-9196480","大阪府大阪市西成区鶴見橋１丁目５－１２",""
"うえしば歯科","矯正歯科、歯科、小児歯科"," 0120-643071","大阪府東大阪市出雲井本町８－２１",""
"おかみ歯科クリニック","歯科"," 0120-886482","大阪府大阪市城東区今福西４丁目６－２９",""
"浦田歯科クリニック","歯科"," 0120-468824","大阪府堺市西区菱木２丁２４２５－１－１Ｆ－Ａ",""
"とよた歯科矯正歯科","矯正歯科、歯科、歯科口腔外科、小児歯科、デンタルドック"," 0120-384618","大阪府大阪市淀川区十三本町１丁目４－２－２Ｆ",""
"箕面おとなこども歯科","歯科、歯科口腔外科、小児歯科"," 0120-394618","大阪府箕面市箕面６丁目５－１",""
"吉岡歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-868418","大阪府茨木市舟木町１４－１６",""
"まつだ歯科クリニック","矯正歯科、歯科、小児歯科"," 0120-085118","大阪府羽曳野市埴生野５６０－１",""
"きたがき歯科医院","歯科"," 0120-252618","大阪府大阪市城東区蒲生２丁目３－２９",""
"重松歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-455461","大阪府大阪市北区大淀南１丁目１１－５",""
"医療法人椿原歯科医院","矯正歯科、歯科、小児歯科"," 0120-470522","大阪府貝塚市水間２５８－６",""
"こんだ歯科","歯科"," 0120-011820","大阪府大阪市港区市岡１丁目４－２６",""
"パリムデンタルクリニック","歯科"," 0120-816108","大阪府豊中市本町２丁目４－２",""
"出戸ひかり歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-179118","大阪府大阪市平野区長吉出戸４丁目５－４１",""
"ホワイトエッセンスデンタルクリニック梅田","歯科"," 0120-461806","大阪府大阪市北区大深町４－２０－４０７",""
"荒木歯科医院","歯科"," 0120-846976","大阪府守口市京阪本通１丁目７－４",""
"藍野病院／予防医療センター","病院・療養所、眼科、形成外科、外科、歯科、耳鼻咽喉科、小児科、整形外科、精神科、内科、人間ドック、脳神経外科、泌尿器科、皮膚科、婦人科、放射線科、リハビリテーション科"," 0120-011489","大阪府茨木市高田町１１－１８",""
"田辺歯科医院","歯科"," 0120-576480","大阪府大阪市北区天神橋２丁目３－１６",""
"医療法人まこと歯科クリニック","歯科"," 0120-644114","大阪府寝屋川市秦町３９－１",""
"筒井歯科医院・三原台／訪問歯科診療専用","歯科"," 0120-414221","大阪府堺市南区三原台３丁５－５",""
"日野歯科医院","矯正歯科、歯科"," 0120-446182","大阪府大阪市中央区西心斎橋１丁目１３－１５－３Ｆ","http://www.the118.com"
"辰野歯科医院／歯科相談専用","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-407838","大阪府大阪市生野区勝山南３丁目２－９",""
"川上歯科あべの診療所","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-068211","大阪府大阪市阿倍野区阿倍野筋１丁目６－１－１Ｆ",""
"丹田歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-062313","大阪府大阪市港区夕凪１丁目１７－９",""
"わだ歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-866022","大阪府松原市東新町４丁目１３－１７",""
"横石歯科医院","歯科、小児歯科"," 0120-884514","大阪府大阪市西区南堀江４丁目１７－１９",""
"もりわき歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-250418","大阪府高槻市奈佐原２丁目１１－２１","http://www.moriwaki-shika.jp/"
"川上歯科パンジョ診療所","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-338211","大阪府堺市南区茶山台１丁２－４－３Ｆ",""
"ちひろデンタルクリニック","歯科、歯科口腔外科、小児歯科"," 0120-648013","大阪府大阪市浪速区元町１丁目７－２４",""
"トラスト歯科","歯科、歯科口腔外科"," 0120-500123","大阪府大阪市西区立売堀３丁目１－１－５Ｆ",""
"ＳＤＳ歯科訪問センター","歯科"," 0120-288418","大阪府大阪市平野区加美東４丁目１１－１５",""
"小池歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科、デンタルドック"," 0120-384218","大阪府大阪市此花区伝法３丁目７－３４",""
"歯科マナベデンタルクリニック","歯科、歯科口腔外科"," 0120-738241","大阪府大阪市中央区平野町２丁目５－８",""
"品川デンタルケアクリニック／梅田院","矯正歯科、歯科"," 0120-418381","大阪府大阪市北区梅田１丁目１１－４","https://www.shinagawa-dental.com"
"河野歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-837118","大阪府四條畷市岡山１丁目２５－２２",""
"大阪南インプラントセンター","矯正歯科、歯科、歯科口腔外科"," 0120-498211","大阪府堺市南区茶山台１丁２－４",""
"福森歯科クリニック分院／外来","矯正歯科、歯科、小児歯科"," 0120-690129","大阪府大阪市福島区鷺洲１丁目７－３９",""
"髙橋歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-840648","大阪府四條畷市岡山２丁目１－５７","http://840648.com/"
"リー・デンタルクリニック","歯科"," 0120-811825","大阪府豊中市上新田１丁目１０－２１",""
"虫本歯科医院","歯科"," 0120-627062","大阪府大阪市都島区東野田町５丁目７－５",""
"Ｍ＆Ｙデンタルサービス","歯科"," 0120-967182","大阪府八尾市安中町６丁目５－１４",""
"あかさき歯科医院","歯科、小児歯科"," 0120-501909","大阪府泉大津市神明町３－２２","https://itp.ne.jp/info/278054036136131270/"
"医療法人いしかわ矯正歯科クリニック","矯正歯科"," 0120-695578","大阪府大阪市旭区森小路２丁目１－１０",""
"Ｎａｏ歯科・矯正歯科","矯正歯科、歯科"," 0800-2221115","大阪府大阪市北区梅田２丁目２－２",""
"なかもず矯正歯科クリニック","矯正歯科"," 0120-418051","大阪府堺市北区中百舌鳥町５丁７５８",""
"針中野駅前にしぐち歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-668214","大阪府大阪市東住吉区湯里１丁目１－９－１Ｆ","http://www.8214.jp/"
"中島矯正歯科","矯正歯科"," 0120-642418","大阪府大阪市西区九条１丁目２３－３",""
"共立美容外科・歯科","形成外科、歯科、泌尿器科、皮膚科、美容外科"," 0120-500340","大阪府大阪市中央区西心斎橋１丁目１－１３",""
"はしもと矯正歯科","矯正歯科"," 0120-378770","大阪府大阪市城東区関目３丁目３－１",""
"吉田歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-584618","大阪府豊中市北桜塚３丁目１－５０",""
"湘南美容歯科大阪心斎橋院","矯正歯科、歯科口腔外科"," 0120-548923","大阪府大阪市中央区心斎橋筋２丁目７－１８－１１Ｆ",""
"さくま歯科クリニック","歯科、小児歯科"," 0120-131814","大阪府高槻市富田町５丁目２４－１５",""
"あおぞらデンタルクリニック","歯科"," 0120-648068","大阪府大阪市福島区野田３丁目１２－２２",""
"医療法人ヒグチ歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-458809","大阪府岸和田市東大路町２８７",""
"いこま歯科医院","歯科"," 0120-662164","大阪府大阪市阿倍野区播磨町１丁目２０－１５",""
"青山アール矯正歯科・大阪","矯正歯科、歯科"," 0120-118077","大阪府大阪市浪速区幸町１丁目３－１９",""
"よこいデンタルクリニック","矯正歯科、歯科、小児歯科"," 0120-564513","大阪府大阪市旭区森小路２丁目１７－１５",""
"なぎさ歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科、デンタルドック"," 0120-648474","大阪府大阪市此花区酉島４丁目１－１４",""
"さきがけ歯科クリニック摂津本院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-461850","大阪府摂津市東一津屋２－２７",""
"難波矯正歯科","矯正歯科"," 0120-118387","大阪府大阪市浪速区難波中３丁目１－１７－２Ｆ",""
"医療法人まえやま歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0800-8884618","大阪府大阪市鶴見区鶴見３丁目１２－２３－２０１",""
"岸川歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0120-418205","大阪府堺市堺区一条通１７－１８","https://www.kishikawa-dental.org/"
"林歯科医院","歯科"," 0120-158515","大阪府大阪市北区神山町６－４－２Ｆ","https://wdo-1515.wixsite.com/wdo-site"
"ＹＣホワイトニング","歯科"," 0120-633669","大阪府大阪市中央区心斎橋筋１丁目９－８－５Ｆ","https://ycwhitening.jp/"
"こいし・こども矯正歯科","矯正歯科、歯科、小児歯科"," 0120-154514","大阪府池田市呉服町１－１－３Ｆ","https://koishi-child-dental.com/"
"千里山駅前歯科","歯科"," 0120-393308","大阪府吹田市千里山東２丁目２７－９－１Ｆ","https://senriyama-station-dc.com/"
"第二大阪警察病院","総合病院、眼科、矯正歯科、外科、歯科、歯科口腔外科、耳鼻咽喉科、心療内科、整形外科、精神科、内科、泌尿器科、皮膚科、婦人科、放射線科、リハビリテーション科","(代) 06-6773-7111","大阪府大阪市天王寺区烏ケ辻２丁目６－４０","http://www.ntt-west.co.jp/osaka-hosp/"
"行岡医学研究会行岡病院","眼科、外科、歯科、歯科口腔外科、耳鼻咽喉科、消化器外科、消化器内科、心療内科、整形外科、デイケア、内科、脳神経外科、泌尿器科、皮膚科、婦人科、放射線科、訪問介護、訪問看護ステーション、リウマチ科、リハビリテーション科","(代) 06-6371-9921","大阪府大阪市北区浮田２丁目２－３",""
"小田歯科医院千里診療所","歯科、小児歯科","(代) 06-6872-0510","大阪府豊中市新千里西町３丁目３－４",""
"味木歯科","歯科","(代) 06-6695-4182","大阪府大阪市住吉区長居東１丁目１－２",""
"松田クリニック","外科、歯科、循環器内科、消化器外科、消化器内科、整形外科、内科、リハビリテーション科","(代) 072-997-1234","大阪府八尾市西山本町１丁目６－１４",""
"鳳友会山本歯科","歯科","(代) 072-998-1880","大阪府八尾市山本町３丁目４－２４",""
"上野歯科医院","歯科","(代) 072-632-7760","大阪府茨木市白川２丁目１３－１６",""
"医療法人松本歯科医院","歯科","(代) 072-624-5111","大阪府茨木市竹橋町１－１",""
"医療法人高須クリニック","形成外科、歯科、皮膚科、美容外科","(代) 06-6372-5587","大阪府大阪市北区大深町４－２０",""
"大塚歯科第３ビル診療所","矯正歯科、歯科","(代) 06-6344-6480","大阪府大阪市北区梅田１丁目１－３－１８Ｆ３５","http://otsuka6480.com"
"警察病院","総合病院、眼科、警察機関、形成外科、外科、呼吸器外科、産婦人科、歯科口腔外科、耳鼻咽喉科、循環器内科、小児科、神経内科、心臓血管外科、整形外科、内科、脳神経外科、泌尿器科、皮膚科、放射線科、リハビリテーション科","(代) 06-6771-6051","大阪府大阪市天王寺区北山町１０－３１",""
"ソエダ歯科","矯正歯科、歯科、歯科口腔外科、小児歯科","(代) 06-6643-8148","大阪府大阪市中央区難波３丁目５－１７",""
"八尾市立病院","総合病院、眼科、形成外科、外科、血液内科、産婦人科、歯科口腔外科、耳鼻咽喉科、循環器内科、消化器内科、小児科、整形外科、内科、乳腺外科、人間ドック、脳神経外科、泌尿器科、皮膚科、放射線科、リハビリテーション科","(代) 072-922-0881","大阪府八尾市龍華町１丁目３－１",""
"本多歯科","矯正歯科、歯科、小児歯科","(代) 072-847-8241","大阪府枚方市宮之阪２丁目１－５",""
"ときざね矯正歯科","矯正歯科、歯科","(代) 06-6338-6712","大阪府吹田市千里山東１丁目４－１２",""
"千里丘中央病院歯科","歯科、歯科口腔外科、小児歯科","(代) 06-6388-0105","大阪府摂津市千里丘１丁目１１－３１",""
"阪和第二泉北病院","病院・療養所、眼科、外科、歯科口腔外科、整形外科、内科、放射線科、リハビリテーション科","(代) 072-277-1401","大阪府堺市中区深井北町３１７６",""
"竹内歯科医院","矯正歯科、歯科","(代) 072-832-5973","大阪府寝屋川市香里新町２０－１３",""
"広谷歯科医院","歯科、歯科口腔外科","(代) 0721-25-2528","大阪府富田林市富田林町３１－４","https://www.hirotani-dental-cl.com/"
"大阪警察病院","総合病院、眼科、警察機関、形成外科、外科、呼吸器外科、産婦人科、歯科口腔外科、耳鼻咽喉科、循環器内科、小児科、神経内科、心臓血管外科、整形外科、内科、脳神経外科、泌尿器科、皮膚科、放射線科、リハビリテーション科","(代) 06-6771-6051","大阪府大阪市天王寺区北山町１０－３１",""
"小室歯科","矯正歯科、歯科","(代) 072-923-8241","大阪府八尾市山本町南１丁目２－１２",""
"ハル歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科","(代) 072-835-1817","大阪府寝屋川市三井が丘３丁目１０－１５",""
"北大阪ほうせんか病院","眼科、外科、歯科口腔外科、耳鼻咽喉科、循環器内科、消化器外科、神経内科、心療内科、整形外科、精神科、内科、脳神経外科、泌尿器科、放射線科、リハビリテーション科","(代) 072-643-6921","大阪府茨木市室山１丁目２－２",""
"りんくう総合医療センター","総合病院、眼科、形成外科、外科、呼吸器外科、呼吸器内科、産婦人科、歯科口腔外科、耳鼻咽喉科、循環器内科、消化器内科、小児科、助産師、神経内科、心臓血管外科、整形外科、内科、人間ドック、脳神経外科、脳ドック、泌尿器科、放射線科、リハビリテーション科","(代) 072-469-3111","大阪府泉佐野市りんくう往来北２－２３",""
"ほたに歯科","歯科","(代) 06-6471-3175","大阪府大阪市西淀川区大和田５丁目１０－２３",""
"河村歯科医院","歯科、歯科口腔外科","(代) 06-6204-5577","大阪府大阪市中央区高麗橋３丁目１－１４",""
"井上歯科","歯科、小児歯科","(代) 06-6757-4182","大阪府大阪市生野区巽中４丁目１１－２０",""
"阪南病院","歯科、心療内科、精神科、内科","(代) 072-278-0381","大阪府堺市中区八田南之町２７７","http://www.hannan.or.jp"
"堺市立総合医療センター","総合病院、眼科、救急科、形成外科、外科、血液内科、呼吸器外科、呼吸器内科、産婦人科、歯科口腔外科、耳鼻咽喉科、循環器内科、消化器外科、消化器内科、小児科、神経内科、腎臓内科、整形外科、内科、乳腺外科、脳神経外科、泌尿器科、皮膚科、病理診断科、放射線科、リハビリテーション科、臨床検査科","(代) 072-272-1199","大阪府堺市西区家原寺町１丁１－１",""
"岩佐歯科","歯科","(代) 06-6464-5405","大阪府大阪市福島区大開３丁目１－２－１１７",""
"済生会中津病院","総合病院、アレルギー科、眼科、緩和ケア、形成外科、外科、血液内科、呼吸器外科、産科、産婦人科、歯科口腔外科、耳鼻咽喉科、循環器内科、消化器ドック、消化器内科、小児科、神経内科、人工透析内科、心臓血管外科、腎臓内科、整形外科、精神科、人間ドック、脳神経外科、脳ドック、肺ドック、泌尿器科、皮膚科、婦人科、婦人科ドック、放射線科、訪問看護ステーション、リハビリテーション","(代) 06-6372-0333","大阪府大阪市北区芝田２丁目１０－３９",""
"片岡歯科医院","矯正歯科、歯科、小児歯科","(代) 06-6469-7777","大阪府大阪市福島区野田１丁目１－８６",""
"医療法人遠藤歯科診療所","歯科、小児歯科","(代) 06-6337-8007","大阪府吹田市江坂町１丁目２３－５","http://www.endo-dental.biz/"
"大阪市立総合医療センター","総合病院、眼科、形成外科、外科、呼吸器外科、呼吸器内科、産科、歯科口腔外科、耳鼻咽喉科、循環器内科、消化器外科、消化器内科、小児科、小児外科、神経内科、心臓血管外科、整形外科、精神科、内科、脳神経外科、泌尿器科、皮膚科、婦人科、放射線科、リハビリテーション科","(代) 06-6929-1221","大阪府大阪市都島区都島本通２丁目１３－２２",""
"きたむら歯科医院","矯正歯科、歯科","(代) 072-688-8148","大阪府高槻市弥生が丘町２７－２３",""
"安達歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科","(代) 06-6395-0418","大阪府大阪市淀川区西宮原２丁目７－２",""
"木村歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科","(代) 06-6953-0345","大阪府大阪市都島区内代町１丁目８－２４",""
"藍野病院","病院・療養所、眼科、形成外科、外科、歯科、耳鼻咽喉科、小児科、整形外科、精神科、内科、人間ドック、脳神経外科、泌尿器科、皮膚科、婦人科、放射線科、リハビリテーション科","(代) 072-627-7611","大阪府茨木市高田町１１－１８",""
"岸和田徳洲会病院","眼科、休日診療機関、形成外科、外科、呼吸器内科、産婦人科、歯科口腔外科、耳鼻咽喉科、循環器ドック、循環器内科、消化器ドック、消化器内科、小児科、神経内科、心臓血管外科、心臓ドック、心療内科、大腸ドック、内科、人間ドック、脳神経外科、脳ドック、肺ドック、泌尿器科、皮膚科、婦人科ドック、放射線科、夜間診療機関、リハビリテーション科","(代) 072-445-9915","大阪府岸和田市加守町４丁目２７－１",""
"緑橋歯科診療所","歯科、歯科口腔外科、小児歯科","(代) 06-6974-4001","大阪府大阪市東成区東中本２丁目１－２５",""
"岡野歯科医院","矯正歯科、歯科、小児歯科","(代) 072-471-7800","大阪府阪南市尾崎町８７－１",""
"のはら歯科クリニック","矯正歯科、歯科、小児歯科","(F兼) (代) 072-294-8241","大阪府堺市南区鴨谷台２丁１－７－２０３",""
"藤原歯科医院","歯科","(代) 06-6477-6612","大阪府大阪市西淀川区柏里３丁目１－１３",""
"医療法人祐朋会／うえだ歯科クリニック","歯科","(代) 06-6347-0418","大阪府大阪市北区梅田３丁目１－１",""
"小室歯科","矯正歯科、歯科","(代) 072-994-5661","大阪府八尾市久宝寺２丁目３－１９",""
"徳洲会岸和田病院","眼科、休日診療機関、形成外科、外科、呼吸器内科、産婦人科、歯科口腔外科、耳鼻咽喉科、循環器ドック、循環器内科、消化器ドック、消化器内科、小児科、神経内科、心臓血管外科、心臓ドック、心療内科、大腸ドック、内科、人間ドック、脳神経外科、脳ドック、肺ドック、泌尿器科、皮膚科、婦人科ドック、放射線科、夜間診療機関、リハビリテーション科","(代) 072-445-9915","大阪府岸和田市加守町４丁目２７－１",""
"斉藤歯科","歯科","(代) 072-844-4928","大阪府枚方市岡東町１２－３－１０１",""
"ますなが矯正歯科","矯正歯科、歯科","(代) 072-622-7172","大阪府茨木市春日１丁目４－１３－３０１",""
"いわさき歯科","歯科、小児歯科","(代) 072-734-3112","大阪府豊能郡能勢町大里７７７－２","https://goo.gl/maps/YMDTroBbSuR2"
"むらた歯科","矯正歯科、歯科","(代) 072-835-1182","大阪府寝屋川市成田東町３６－１２",""
"大阪医科薬科大学附属病院","眼科、形成外科、外科、呼吸器外科、呼吸器内科、産科、歯科、歯科口腔外科、耳鼻咽喉科、循環器内科、消化器内科、小児科、神経内科、心臓血管外科、整形外科、精神科、内科、脳神経外科、泌尿器科、皮膚科、婦人科、放射線科、リウマチ科、リハビリテーション科","(代) 072-683-1221","大阪府高槻市大学町２－７",""
"堺平成病院","眼科、外科、歯科、循環器内科、消化器内科、人工透析内科、整形外科、内科、脳神経外科、泌尿器科、皮膚科、放射線科、リウマチ科、リハビリテーション科","(代) 072-278-2461","大阪府堺市中区深井沢町６－１３",""
"つじた歯科","歯科、小児歯科","(代) 072-999-8241","大阪府八尾市春日町１丁目９－７","http://www.eonet.ne.jp/~tsujita-dental/"
"枚方公済病院","眼科、外科、歯科、耳鼻咽喉科、小児科、整形外科、内科、婦人科","(代) 072-858-8233","大阪府枚方市藤阪東町１丁目２－１",""
"八尾徳洲会総合病院","総合病院、眼科、形成外科、外科、呼吸器外科、呼吸器内科、歯科、歯科口腔外科、循環器外科、循環器内科、消化器内科、小児科、心臓血管外科、整形外科、内科、人間ドック、脳神経外科、泌尿器科、皮膚科、婦人科、放射線科、訪問看護ステーション、リウマチ科、リハビリテーション科","(代) 072-993-8501","大阪府八尾市若草町１－１７",""
"国立病院機構大阪南医療センター（独立行政法人）","総合病院、アレルギー科、眼科、外科、呼吸器内科、産婦人科、歯科、耳鼻咽喉科、循環器内科、消化器内科、神経内科、心臓血管外科、心療内科、整形外科、精神科、内科、脳神経外科、泌尿器科、皮膚科、婦人科、放射線科、リウマチ科、リハビリテーション科","(代) 0721-53-5761","大阪府河内長野市木戸東町２－１",""
"済生会千里病院","総合病院、救急科、外科、呼吸器内科、産科、歯科、歯科口腔外科、耳鼻咽喉科、循環器内科、消化器外科、消化器内科、小児科、神経内科、心療内科、整形外科、糖尿病内科、内科、乳腺外科、脳神経外科、泌尿器科、病理診断科、婦人科、放射線科、リハビリテーション科","(代) 06-6871-0121","大阪府吹田市津雲台１丁目１－６",""
"浅香山病院","総合病院、眼科、緩和ケア、形成外科、外科、歯科、耳鼻咽喉科、循環器内科、消化器外科、消化器内科、小児科、神経内科、心療内科、整形外科、精神科、内科、内視鏡外科、人間ドック、泌尿器科、皮膚科、婦人科、放射線科、訪問看護ステーション、リハビリテーション科","(代) 072-229-4882","大阪府堺市堺区今池町３丁３－１６",""
"瀧藤歯科医院","矯正歯科、歯科","(代) 06-6772-1009","大阪府大阪市天王寺区逢阪２丁目３－１",""
"ベルパークデンタルクリニック","矯正歯科、歯科","(代) 06-6927-0118","大阪府大阪市都島区友渕町１丁目５－４－Ｆ－１Ｆ－１",""
"大阪大学／歯学部附属病院","総合病院、歯科","(代) 06-6879-5111","大阪府吹田市山田丘２",""
"ボバース記念病院","歯科、歯科口腔外科、整形外科、内科、リハビリテーション","(代) 06-6962-3131","大阪府大阪市城東区東中浜１丁目６－５",""
"新田歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科","(代) 06-6856-7484","大阪府豊中市蛍池西町３丁目５５５",""
"地域医療機能推進機構大阪病院（独立行政法人）","総合病院、眼科、形成外科、外科、産婦人科、歯科、歯科口腔外科、耳鼻咽喉科、循環器内科、小児科、神経内科、心臓血管外科、整形外科、精神科、内科、人間ドック、脳神経外科、脳ドック、肺ドック、泌尿器科、皮膚科、放射線科、リハビリテーション科","(代) 06-6441-5451","大阪府大阪市福島区福島４丁目２－７８",""
"加納歯科医院","歯科","(代) 06-6373-6794","大阪府大阪市北区芝田１丁目１－４",""
"田中歯科口腔外科クリニック","歯科、歯科口腔外科、小児歯科","(代) 06-6924-1386","大阪府大阪市都島区東野田町５丁目９－６",""
"大阪みなと中央病院","胃腸内科、眼科、形成外科、外科、呼吸器内科、歯科口腔外科、耳鼻咽喉科、循環器内科、消化器内科、小児科、整形外科、内分泌内科、乳腺外科、泌尿器科、皮膚科、放射線科、リハビリテーション科","(代) 06-6572-5721","大阪府大阪市港区磯路１丁目７－１","https://minato.jcho.go.jp/"
"千里山歯科口腔外科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科","(代) 06-6310-1182","大阪府吹田市千里山西４丁目３８－５","https://www.senriyama-dental.com"
"りんかい志倉歯科","歯科、歯科口腔外科","(代) 072-246-9177","大阪府堺市西区浜寺石津町西３丁７－３－３","https://r-s-d-c.com"
"悠デンタルクリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6325-0205","大阪府大阪市東淀川区豊里７丁目１９－４－２０１",""
"たまがき歯科クリニック","歯科、歯科口腔外科、小児歯科"," 072-230-1184","大阪府堺市中区東山４７４－１",""
"棚橋歯科医院","歯科"," 06-6312-3686","大阪府大阪市北区西天満５丁目１４－１",""
"よしだ歯科","歯科、歯科口腔外科、小児歯科"," 06-6326-9700","大阪府大阪市東淀川区淡路４丁目１３－１６",""
"上田歯科クリニック","矯正歯科、歯科、小児歯科"," 06-6911-0489","大阪府大阪市鶴見区横堤３丁目１０－１９",""
"堀野歯科","歯科"," 072-227-1833","大阪府堺市堺区三宝町１丁２０",""
"つじもと歯科クリニック","歯科、歯科口腔外科、小児歯科"," 06-6150-1184","大阪府大阪市淀川区東三国４丁目２－２２－１０２",""
"加藤歯科","歯科"," 06-6771-6300","大阪府大阪市天王寺区小橋町１４－４６",""
"笑顔おとな・こどもデンタルクリニック","矯正歯科、歯科、小児歯科"," 06-6911-3338","大阪府大阪市鶴見区横堤５丁目２－１７",""
"鈴木歯科医院","歯科、歯科口腔外科、小児歯科"," 06-6461-3670","大阪府大阪市此花区春日出北１丁目２－７",""
"寺嶋歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6656-4584","大阪府大阪市西成区玉出西２丁目６－１５",""
"りょうき歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6781-4181","大阪府東大阪市森河内西１丁目１６－３",""
"中野歯科医院","歯科"," 072-838-3555","大阪府寝屋川市高柳７丁目３３－１",""
"つきの歯科クリニック","歯科、歯科口腔外科、小児歯科"," 06-6471-6000","大阪府大阪市西淀川区出来島２丁目７－８",""
"とく歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6753-8922","大阪府東大阪市俊徳町１丁目２－８",""
"倉田歯科診療所","矯正歯科、歯科、小児歯科"," 06-6866-2488","大阪府豊中市服部西町３丁目１－６－２Ｆ",""
"みなみの歯科","歯科、小児歯科"," 072-277-4180","大阪府堺市中区堀上町１０８２","http://www.minaminodc.com/"
"辻中歯科医院","歯科、歯科口腔外科、小児歯科"," 072-626-5168","大阪府摂津市千里丘東３丁目８－１２","http://www.myclinic.ne.jp/tsujinaka/pc/index.html"
"ＫＡＺＤＥＮＴＡＬＯＦＦＩＣＥ","歯科、歯科口腔外科、小児歯科"," 06-6886-6480","大阪府大阪市淀川区塚本２丁目２１－７",""
"赤野歯科クリニック","歯科、歯科口腔外科"," 072-234-8241","大阪府堺市南区深阪南１１４",""
"福原歯科医院","歯科"," 072-834-3003","大阪府寝屋川市香里西之町１６－１１",""
"狭川歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6253-1515","大阪府大阪市中央区南船場４丁目２－４",""
"今井歯科医院","歯科"," 072-637-6407","大阪府茨木市玉櫛１丁目１８－１９",""
